commodity,brand,specification,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec
Flour,Gold Fish Hard Flour 25kg,25kg,700.0,700,700,740.0,720.0,740,740,740.0,740.0,830,830,880
Flour,Silver Star Hard Flour 25kg,25kg,645.0,645,660,660.0,690.0,670,619,690.0,690.0,710,790,910
Flour,Cattleya Soft Flour 25kg,25kg,600.0,600,600,600.0,545.0,580,580,600.0,630.0,630,680,680
Flour,Baron Hard Flour,25kg,950.0,950,970,970.0,970.0,"1,020.00","1,020.00",970.0,970.0,970,"1,100.00","1,120.00"
Flour,Wooden Spoon Hard Flour (All-Purpose) 25kg,25kg,970.0,"1,000.00","1,000.00",960.0,970.0,970,970,970.0,970.0,"1,000.00","1,100.00","1,060.00"
Flour,Amigo Gold (plastic) Soft Flour 25kg,25kg,565.0,630,650,610.0,650.0,610,650,610.0,640.0,730,780,780
Flour,Cinderella (Cotton) Soft Flour 25kg,25kg,630.0,620,650,650.0,650.0,650,650,650.0,650.0,750,800,880
Flour,Countess Soft Flour 25kg,25kg,630.0,630,660,660.0,660.0,660,660,660.0,690.0,690,740,800
Flour,Gold Key (plastic) Soft Flour 25kg,25kg,620.0,620,620,620.0,620.0,620,620,620.0,650.0,730,700,750
Flour,Isla Soft Flour 25kg,25kg,630.0,630,630,620.0,620.0,650,660,610.0,660.0,680,720,780
Flour,Mega Star Soft Flour 25kg,25kg,650.0,650,680,680.0,680.0,680,680,680.0,700.0,720,720,800
Flour,Red Dragon Soft Flour 25kg,25kg,600.0,600,630,630.0,630.0,630,630,630.0,660.0,660,710,770
Flour,Sampaguita Soft Flour 25kg,25kg,600.0,600,600,600.0,600.0,600,680,670.0,670.0,710,730,790
Flour,Morning Star Hard Flour 25kg,25kg,720.0,720,800,800.0,800.0,800,800,800.0,830.0,830,830,865
Flour,Penguine (3rd Class) Hard Flour 25kg,25kg,560.0,570,560,560.0,560.0,560,560,560.0,560.0,650,680,690
Flour,Monarch Hard Flour,25kg/bag,700.0,700,700,700.0,720.0,720,720,700.0,720.0,780,860,920
