quantile,variable,coef,std_err,p_value,ci_lower,ci_upper,commodity
0.5,brent_ret_lag3,6.282840096706556e-08,3.771302120330873e-08,0.09707673822670682,-1.1477061591020363e-08,1.3713386352515148e-07,bottled_water_distilled
0.5,brent_ret_lag4,-8.435171160108977e-08,3.74665539289231e-08,0.025301790989358676,-1.5817156297650415e-07,-1.0531860225675372e-08,bottled_water_distilled
0.75,const,6.158543262417516e-08,1.0744285140973917e-08,3.0852933661812875e-08,4.0416110947395987e-08,8.275475430095434e-08,bottled_water_distilled
0.75,brent_ret_lag0,2.5862332094733514e-07,2.266274919843839e-07,0.2549756556548311,-1.878978031359599e-07,7.051444450306302e-07,bottled_water_distilled
0.75,brent_ret_lag1,5.997174410075175e-07,2.881562388478725e-07,0.038515365044748374,3.1967047816772135e-08,1.167467834198263e-06,bottled_water_distilled
0.75,brent_ret_lag2,-5.96703028947752e-08,2.065518308295212e-07,0.772926324578506,-4.66636619628385e-07,3.472960138388346e-07,bottled_water_distilled
0.75,brent_ret_lag3,2.0127177518836296e-07,2.2271787779705237e-07,0.3670920705380818,-2.3754628821869442e-07,6.400898385954203e-07,bottled_water_distilled
0.75,brent_ret_lag4,-7.470629419059834e-08,2.1445333237392662e-07,0.7278894459160855,-4.972408340054436e-07,3.4782824562424703e-07,bottled_water_distilled
0.9,const,2.1982042772067012e-07,8.307601564952991e-08,0.008704297494144296,5.613686238012615e-08,3.835039930612141e-07,bottled_water_distilled
0.9,brent_ret_lag0,5.788708613888726e-07,1.933620311582931e-06,0.7649257647892811,-3.2309154426390412e-06,4.388657165416786e-06,bottled_water_distilled
0.9,brent_ret_lag1,1.3397327467180676e-06,2.1791343899274428e-06,0.5392916488106361,-2.953786670537872e-06,5.6332521639740076e-06,bottled_water_distilled
0.9,brent_ret_lag2,-2.1185591405993303e-07,1.396572218231344e-06,0.8795582682176063,-2.9635035243645585e-06,2.5397916962446923e-06,bottled_water_distilled
0.9,brent_ret_lag3,6.748718987192755e-07,1.242612375415669e-06,0.5875795701824449,-1.7734306872205224e-06,3.123174484659073e-06,bottled_water_distilled
0.9,brent_ret_lag4,-2.4372511044397128e-08,1.340116617920952e-06,0.9855054850654454,-2.664786405215719e-06,2.6160413831269244e-06,bottled_water_distilled
0.1,const,-2.0120505346913511e-07,1.6702874763433797e-08,2.9645581106078913e-26,-2.3411450478718118e-07,-1.6829560215108905e-07,bottled_water_mineral
0.1,brent_ret_lag0,1.4022939625013825e-06,5.67001657811491e-07,0.014112715233405345,2.851381603248117e-07,2.5194497646779534e-06,bottled_water_mineral
0.1,brent_ret_lag1,1.7372095247655506e-06,5.81012066554525e-07,0.003091998912040775,5.924492011514966e-07,2.8819698483796046e-06,bottled_water_mineral
0.1,brent_ret_lag2,-4.803593324451649e-07,3.5075589211517607e-07,0.17217368049804513,-1.1714489873441366e-06,2.1073032245380694e-07,bottled_water_mineral
0.1,brent_ret_lag3,6.251021611916764e-07,4.640591399271297e-07,0.17929011030648787,-2.892273713244726e-07,1.5394316937078253e-06,bottled_water_mineral
0.1,brent_ret_lag4,1.1423306023778266e-06,3.9338761113687694e-07,0.0040436314046692085,3.672442402281529e-07,1.9174169645275e-06,bottled_water_mineral
0.25,const,-4.394630630846095e-08,4.3024683225993475e-09,1.8805081412586274e-20,-5.242340224646043e-08,-3.546921037046147e-08,bottled_water_mineral
0.25,brent_ret_lag0,5.039174395580382e-07,1.1469311509124422e-07,1.6992598485951243e-05,2.779391249823027e-07,7.298957541337738e-07,bottled_water_mineral
0.25,brent_ret_lag1,4.3286686116263306e-07,1.1329196193348015e-07,0.00017101996957058664,2.0964921996125042e-07,6.560845023640156e-07,bottled_water_mineral
0.25,brent_ret_lag2,-2.703816589491894e-07,9.930646668798589e-08,0.006969182713551325,-4.660438654449275e-07,-7.471945245345133e-08,bottled_water_mineral
0.25,brent_ret_lag3,6.77753837005189e-08,1.0158066930443243e-07,0.505305545572203,-1.3236765387090728e-07,2.679184212719451e-07,bottled_water_mineral
0.25,brent_ret_lag4,4.866452874316981e-07,1.0870291235465132e-07,1.1904113431778478e-05,2.7246938939426404e-07,7.008211854691321e-07,bottled_water_mineral
0.5,const,8.990564402632818e-09,2.2032992094584403e-09,6.191341493543021e-05,4.649433363831004e-09,1.333169544143463e-08,bottled_water_mineral
0.5,brent_ret_lag0,6.704616740175032e-08,4.708628222821865e-08,0.15582471925879876,-2.572730630768043e-08,1.5981964111118107e-07,bottled_water_mineral
0.5,brent_ret_lag1,-1.1786168016886028e-07,4.762978442080997e-08,0.014060397574131463,-2.1170600899764404e-07,-2.4017351340076514e-08,bottled_water_mineral
0.5,brent_ret_lag2,-2.437376721230544e-07,4.730356884617813e-08,5.50664581574194e-07,-3.369392627570912e-07,-1.5053608148901766e-07,bottled_water_mineral
0.5,brent_ret_lag3,-1.0917412617868278e-07,4.7336106432202474e-08,0.02197669137640105,-2.0243982518438854e-07,-1.590842717297703e-08,bottled_water_mineral
0.5,brent_ret_lag4,3.608913564471962e-07,4.702674906012991e-08,4.650111997483345e-13,2.682351801446355e-07,4.5354753274975696e-07,bottled_water_mineral
0.75,const,7.789086914454173e-08,7.211532217571158e-09,2.7998333238015326e-22,6.368208342328133e-08,9.209965486580214e-08,bottled_water_mineral
0.75,brent_ret_lag0,-3.5655966702946745e-07,1.574691174357675e-07,0.024482731112355716,-6.668189683620186e-07,-4.630036569691625e-08,bottled_water_mineral
0.75,brent_ret_lag1,-8.55807077894849e-07,1.9293428787112673e-07,1.4200168395054993e-05,-1.235942931405339e-06,-4.7567122438435885e-07,bottled_water_mineral
0.75,brent_ret_lag2,-5.68366789925283e-07,1.8309418670834716e-07,0.0021459143726855283,-9.291148233887665e-07,-2.0761875646179944e-07,bottled_water_mineral
0.75,brent_ret_lag3,-5.012893038803198e-07,1.539233328612718e-07,0.0012963120330658608,-8.045623931690553e-07,-1.9801621459158422e-07,bottled_water_mineral
0.75,brent_ret_lag4,7.07826338258153e-07,1.7906622085387787e-07,0.00010267157987846359,3.550145521817724e-07,1.0606381243345336e-06,bottled_water_mineral
0.9,const,2.8668769265744217e-07,2.0295285124739292e-08,4.500544570759898e-33,2.4670016312985064e-07,3.266752221850337e-07,bottled_water_mineral
0.9,brent_ret_lag0,-1.467133782704702e-06,4.248460032063373e-07,0.0006585158592463844,-2.3042021950712858e-06,-6.300653703381184e-07,bottled_water_mineral
0.9,brent_ret_lag1,-2.5458965257524097e-06,7.360766983406169e-07,0.0006460794700725258,-3.996178624701024e-06,-1.0956144268037946e-06,bottled_water_mineral
0.9,brent_ret_lag2,-1.6353091854474735e-06,3.853239777480883e-07,3.1810580354818966e-05,-2.3945078783058785e-06,-8.761104925890683e-07,bottled_water_mineral
0.9,brent_ret_lag3,-1.6670386400753329e-06,3.663620471648416e-07,8.660234097939977e-06,-2.3888768940713417e-06,-9.452003860793238e-07,bottled_water_mineral
0.9,brent_ret_lag4,1.730999107707014e-06,5.020473579225464e-07,0.0006712784117220215,7.418218960646115e-07,2.7201763193494163e-06,bottled_water_mineral
0.1,const,-2.243085392711329e-07,2.5931241259110538e-08,1.2057757902188756e-15,-2.754205489031096e-07,-1.7319652963915624e-07,bottled_water_purified
0.1,brent_ret_lag0,-1.2308976288863997e-06,6.042219370270974e-07,0.04285914912554544,-2.421854789655953e-06,-3.994046811684595e-08,bottled_water_purified
0.1,brent_ret_lag1,-1.647883100138909e-06,5.614191828822998e-07,0.003695358401048469,-2.754473501898984e-06,-5.412926983788338e-07,bottled_water_purified
0.1,brent_ret_lag2,-1.8040811842609807e-06,8.15313893105135e-07,0.027967113491952925,-3.4111130706668475e-06,-1.9704929785511404e-07,bottled_water_purified
0.1,brent_ret_lag3,1.5995005621429997e-06,7.111913074733989e-07,0.025523334347236807,1.9770044796654152e-07,3.001300676319458e-06,bottled_water_purified
0.1,brent_ret_lag4,-9.100395098338186e-07,6.074537948353219e-07,0.13556846595255523,-2.107366853417707e-06,2.872878337500697e-07,bottled_water_purified
0.25,const,-5.141125327824387e-08,7.25432151545845e-09,1.9359755059670298e-11,-6.5709949876167e-08,-3.7112556680320743e-08,bottled_water_purified
0.25,brent_ret_lag0,-5.761023987661058e-07,1.6551092482695802e-07,0.0006053951220388164,-9.023342169587924e-07,-2.498705805734192e-07,bottled_water_purified
0.25,brent_ret_lag1,-7.338155524962227e-07,1.5859545454029847e-07,6.409884478841189e-06,-1.046416569896556e-06,-4.2121453509588946e-07,bottled_water_purified
0.25,brent_ret_lag2,-6.431982011683034e-07,1.6957341507816772e-07,0.00019341135876752054,-9.774374278292093e-07,-3.089589745073974e-07,bottled_water_purified
0.25,brent_ret_lag3,5.831469203040543e-07,1.6338834406586712e-07,0.0004417735232773036,2.610988342829778e-07,9.051950063251308e-07,bottled_water_purified
0.25,brent_ret_lag4,-4.343952626556054e-07,1.73800425125303e-07,0.013188460706773058,-7.769661760292612e-07,-9.182434928194962e-08,bottled_water_purified
0.5,const,1.1352608686683507e-08,3.820291249152647e-09,0.00329911100115164,3.822588770839961e-09,1.8882628602527052e-08,bottled_water_purified
0.5,brent_ret_lag0,-4.6778942580116475e-07,8.082978777052315e-08,2.5071519059613706e-08,-6.271097163262516e-07,-3.0846913527607794e-07,bottled_water_purified
0.5,brent_ret_lag1,-4.74467146883102e-07,8.183671754382269e-08,2.3765017276331076e-08,-6.357721555231972e-07,-3.1316213824300677e-07,bottled_water_purified
0.5,brent_ret_lag2,-2.010580401966699e-07,8.139641548172206e-08,0.014285418592281338,-3.6149518744076806e-07,-4.06208929525717e-08,bottled_water_purified
0.5,brent_ret_lag3,2.1221388498857366e-07,8.13903881921131e-08,0.009763522166555176,5.178861788864093e-08,3.726391520885064e-07,bottled_water_purified
0.5,brent_ret_lag4,-4.0663127907665734e-07,8.077987437501279e-08,1.0153288088572943e-06,-5.658531873482068e-07,-2.4740937080510784e-07,bottled_water_purified
0.75,const,8.792959244864401e-08,8.666002876849788e-09,5.1208625428397765e-20,7.08483884258067e-08,1.0501079647148132e-07,bottled_water_purified
0.75,brent_ret_lag0,-8.221302452084703e-07,2.4582604892363774e-07,0.000972978231632314,-1.3066679213970847e-06,-3.3759256901985593e-07,bottled_water_purified
0.75,brent_ret_lag1,-7.777687035364323e-07,2.32241651198866e-07,0.0009577439568061636,-1.2355307286709654e-06,-3.2000667840189907e-07,bottled_water_purified
0.75,brent_ret_lag2,1.2965408589717205e-07,1.9437301530948238e-07,0.5054634370576118,-2.5346661902489464e-07,5.127747908192387e-07,bottled_water_purified
0.75,brent_ret_lag3,8.776280772267634e-10,1.7870258640903847e-07,0.9960860706100183,-3.513557350128984e-07,3.531109911673519e-07,bottled_water_purified
0.75,brent_ret_lag4,-8.442356579874799e-07,2.2558262432183017e-07,0.0002338567605728761,-1.288872347451509e-06,-3.995989685234506e-07,bottled_water_purified
0.9,const,3.132301384653114e-07,3.307113181705503e-08,5.197093298622996e-18,2.4804498241807377e-07,3.78415294512549e-07,bottled_water_purified
0.9,brent_ret_lag0,-1.7786213611066068e-06,1.1747565280327408e-06,0.13148587065187003,-4.094135931969709e-06,5.368932097564954e-07,bottled_water_purified
0.9,brent_ret_lag1,-1.9590273250316953e-06,1.038116456362196e-06,0.06049453036548477,-4.005216236179794e-06,8.716158611640348e-08,bottled_water_purified
0.9,brent_ret_lag2,8.866135085681111e-07,7.803845564541803e-07,0.25716953427261036,-6.515705902018701e-07,2.4247976073380923e-06,bottled_water_purified
0.9,brent_ret_lag3,-5.563295468697393e-07,5.121648438049396e-07,0.27859296786190224,-1.5658367342867992e-06,4.5317764054732066e-07,bottled_water_purified
0.9,brent_ret_lag4,-2.1295118295518997e-06,1.0654168083356582e-06,0.04689380194165494,-4.229511348494707e-06,-2.9512310609092782e-08,bottled_water_purified
0.1,const,-2.2903868593111355e-08,2.62561414765815e-09,5.424060669256643e-16,-2.807708112066342e-08,-1.773065606555929e-08,bread_loaf
0.1,brent_ret_lag0,1.1499754697057963e-07,7.067251972764583e-08,0.1050601961789948,-2.4247575826621544e-08,2.542426697677808e-07,bread_loaf
0.1,brent_ret_lag1,6.010013105803717e-07,8.36110937435513e-08,9.02449216422166e-12,4.3626348800950346e-07,7.657391331512399e-07,bread_loaf
0.1,brent_ret_lag2,-1.1261012118567735e-07,6.420981746587379e-08,0.080793796032861,-2.391218679335996e-07,1.3901625562244897e-08,bread_loaf
0.1,brent_ret_lag3,-6.102150314803182e-08,4.454376681339749e-08,0.17204118761247728,-1.4878549265462243e-07,2.6742486358558806e-08,bread_loaf
0.1,brent_ret_lag4,-3.076102714434651e-08,7.113725891498314e-08,0.6658410817336899,-1.7092181936240377e-07,1.0939976507371076e-07,bread_loaf
0.25,const,8.986251121991214e-09,2.0107411515167634e-09,1.2305977205364347e-05,5.024514655889074e-09,1.2947987588093354e-08,bread_loaf
0.25,brent_ret_lag0,-2.1426087804246945e-08,4.3464303420618766e-08,0.6225103405595975,-1.0706322498886271e-07,6.421104938036884e-08,bread_loaf
0.25,brent_ret_lag1,2.6178109671974476e-07,3.7946944150253134e-08,4.9921382582776436e-11,1.8701473889999444e-07,3.365474545394951e-07,bread_loaf
0.25,brent_ret_lag2,-6.924087076874591e-08,4.3547497357957946e-08,0.1132006248899423,-1.550419238582342e-07,1.6560182320742362e-08,bread_loaf
0.25,brent_ret_lag3,-4.176691100576197e-08,4.0658521888315146e-08,0.30537207381353876,-1.2187585426842106e-07,3.834203225689711e-08,bread_loaf
0.25,brent_ret_lag4,-7.980294875711975e-08,4.3592252571690844e-08,0.0684383971045643,-1.6569218244715925e-07,6.086284932919762e-09,bread_loaf
0.5,const,4.028553339927187e-08,1.3547809431806124e-08,0.003255462938988459,1.3592465213293894e-08,6.697860158524985e-08,bread_loaf
0.5,brent_ret_lag0,-2.0893864741956e-07,2.895276210065638e-07,0.47123729541132553,-7.793910565823518e-07,3.615137617432318e-07,bread_loaf
0.5,brent_ret_lag1,2.573778606380441e-07,2.928695475589751e-07,0.3804153439678437,-3.1965910182726284e-07,8.34414823103351e-07,bread_loaf
0.5,brent_ret_lag2,-1.3644407478167443e-07,2.908636890628494e-07,0.639440789554602,-7.095289210116583e-07,4.3664077144830935e-07,bread_loaf
0.5,brent_ret_lag3,-6.978510987056648e-08,2.91063758582657e-07,0.8107298271932977,-6.432641504063561e-07,5.036939306652231e-07,bread_loaf
0.5,brent_ret_lag4,-1.8897485216262673e-07,2.891615590515304e-07,0.5140666476598346,-7.587060143389456e-07,3.8075631001369217e-07,bread_loaf
0.75,const,1.305304129321361e-07,4.654852548791297e-08,0.005473739178219293,3.881647415406843e-08,2.2224435171020377e-07,bread_loaf
0.75,brent_ret_lag0,-7.346220786789467e-07,1.2352532684712857e-06,0.5526169081403376,-3.168425114381999e-06,1.6991809570241053e-06,bread_loaf
0.75,brent_ret_lag1,4.0265509971092713e-07,1.087811907666438e-06,0.7116088406624108,-1.7406461897719988e-06,2.545956389193853e-06,bread_loaf
0.75,brent_ret_lag2,-3.660194015564046e-07,9.167147089903541e-07,0.6900609697461436,-2.172210163047377e-06,1.4401713599345678e-06,bread_loaf
0.75,brent_ret_lag3,-1.7492136850848438e-07,9.525225098082018e-07,0.8544568626684554,-2.0516637622490775e-06,1.7018210252321085e-06,bread_loaf
0.75,brent_ret_lag4,-5.451956833262164e-07,9.932935787884808e-07,0.5836202139539497,-2.5022687703633057e-06,1.4118774037108727e-06,bread_loaf
0.9,const,4.0244827738992315e-07,1.914621247167525e-07,0.0366388399633766,2.521300730278257e-08,7.796835474770637e-07,bread_loaf
0.9,brent_ret_lag0,-2.103967014936142e-06,6.559660869934839e-06,0.7486949335710393,-1.5028379316380745e-05,1.0820445286508461e-05,bread_loaf
0.9,brent_ret_lag1,9.292257151837764e-07,4.862223255727244e-06,0.8486062744963416,-8.650747900024696e-06,1.0509199330392248e-05,bread_loaf
0.9,brent_ret_lag2,-1.0393279060709273e-06,3.141876440072744e-06,0.7410965748384393,-7.229725141057638e-06,5.151069328915783e-06,bread_loaf
0.9,brent_ret_lag3,-5.064951070984875e-07,3.5188994531039177e-06,0.8856767664884857,-7.439735754902698e-06,6.4267455407057235e-06,bread_loaf
0.9,brent_ret_lag4,-1.6081610385377571e-06,3.6056874994866604e-06,0.6560101145414388,-8.712399016315005e-06,5.49607693923949e-06,bread_loaf
0.1,const,-9.127250333964823e-08,7.0016913568163716e-09,3.4346796159245993e-29,-1.0507113048511628e-07,-7.747387619418018e-08,bread_pandesal
0.1,brent_ret_lag0,-3.062533895173399e-07,1.8161402646890427e-07,0.09315166683533165,-6.641703709895208e-07,5.1663591954841055e-08,bread_pandesal
0.1,brent_ret_lag1,1.5701416388976085e-06,2.0974744333118257e-07,1.6734830825998334e-12,1.1567805497338375e-06,1.9835027280613797e-06,bread_pandesal
0.1,brent_ret_lag2,1.8161517309226724e-07,1.6967380615046248e-07,0.2856166344179886,-1.527705443163354e-07,5.160008905008699e-07,bread_pandesal
0.1,brent_ret_lag3,-2.846241652707922e-07,1.7626565272800627e-07,0.10779260133686905,-6.320008056561847e-07,6.275247511460026e-08,bread_pandesal
0.1,brent_ret_lag4,2.750507328557903e-07,1.9212244516525518e-07,0.1536587395272651,-1.035757806551384e-07,6.536772463667189e-07,bread_pandesal
0.25,const,-2.2276273715034183e-08,3.5012346413094e-09,1.1288972931724354e-09,-2.9176353838844762e-08,-1.5376193591223604e-08,bread_pandesal
0.25,brent_ret_lag0,-1.5506055244582547e-07,8.162255615353255e-08,0.05877097586209014,-3.159187167986651e-07,5.797611907014105e-09,bread_pandesal
0.25,brent_ret_lag1,7.755826677632649e-07,7.951149556501993e-08,6.355501811834082e-19,6.188848893026169e-07,9.32280446223913e-07,bread_pandesal
0.25,brent_ret_lag2,1.414986520810338e-07,7.492877648270245e-08,0.06027645695020923,-6.167704012251714e-09,2.891650081743193e-07,bread_pandesal
0.25,brent_ret_lag3,-1.6287569237277902e-07,7.568058702777606e-08,0.03246970581063275,-3.1202368381198747e-07,-1.3727700933570597e-08,bread_pandesal
0.25,brent_ret_lag4,1.2555968316292915e-07,7.894731989133591e-08,0.1131687885034958,-3.0026242551149315e-08,2.8114560887700765e-07,bread_pandesal
0.5,const,8.671961090547042e-09,3.0261629311491957e-09,0.0045630461992516485,2.708131518466181e-09,1.4635790662627903e-08,bread_pandesal
0.5,brent_ret_lag0,-1.4160757856315535e-07,6.505500579250837e-08,0.030559728362326306,-2.6981513915537947e-07,-1.3400017970931219e-08,bread_pandesal
0.5,brent_ret_lag1,6.433876684893622e-07,6.5631286441198e-08,4.54226603871859e-19,5.140443991951719e-07,7.727309377835524e-07,bread_pandesal
0.5,brent_ret_lag2,2.0034690462721528e-07,6.506904607982824e-08,0.0023401208638380573,7.211167405071606e-08,3.285821352037145e-07,bread_pandesal
0.5,brent_ret_lag3,-1.5315959546167675e-07,6.526672877262397e-08,0.019826456945996364,-2.817844104445701e-07,-2.4534780478783385e-08,bread_pandesal
0.5,brent_ret_lag4,3.37745232876548e-08,6.589381935948723e-08,0.6087711707821859,-9.608613440146339e-08,1.6363518097677297e-07,bread_pandesal
0.75,const,5.376885685476688e-08,6.2158470605212255e-09,1.0660107318071316e-15,4.151893728384978e-08,6.601877642568398e-08,bread_pandesal
0.75,brent_ret_lag0,-2.1900656264460483e-07,1.2852637850513807e-07,0.08979010000450273,-4.723007290067299e-07,3.428760371752022e-08,bread_pandesal
0.75,brent_ret_lag1,1.0356455091129128e-06,1.9363724978737015e-07,2.2108111243000644e-07,6.540336848943868e-07,1.4172573333314388e-06,bread_pandesal
0.75,brent_ret_lag2,4.678736665968883e-07,1.3979659738698417e-07,0.0009606178051316513,1.9236864570359192e-07,7.433786874901848e-07,bread_pandesal
0.75,brent_ret_lag3,-2.2528523749189158e-07,1.5711549700372003e-07,0.15301900093113407,-5.349215884028238e-07,8.435111341904059e-08,bread_pandesal
0.75,brent_ret_lag4,-4.2110225419011046e-08,1.394744204972423e-07,0.7629963848069296,-3.169803141866423e-07,2.327598633486202e-07,bread_pandesal
0.9,const,1.8414584046074623e-07,1.998405610149946e-08,2.511633629714787e-17,1.4476213658893063e-07,2.2352954433256184e-07,bread_pandesal
0.9,brent_ret_lag0,-4.2967413044742213e-07,4.1274305898423974e-07,0.2990033814566146,-1.2430901020410435e-06,3.8374184114619924e-07,bread_pandesal
0.9,brent_ret_lag1,2.3085271721822314e-06,8.484740274040811e-07,0.0070309153507740075,6.363916623293647e-07,3.980662682035098e-06,bread_pandesal
0.9,brent_ret_lag2,1.2095280795042882e-06,4.5339118239003724e-07,0.008201947967664651,3.1600456382511815e-07,2.103051595183458e-06,bread_pandesal
0.9,brent_ret_lag3,-3.5751977459491297e-07,6.154121245353707e-07,0.5618703905221654,-1.5703470779573848e-06,8.55307528767559e-07,bread_pandesal
0.9,brent_ret_lag4,-2.3653267401708346e-07,4.074983526045879e-07,0.5622021548318883,-1.039612607626137e-06,5.665472595919702e-07,bread_pandesal
0.1,const,-8.858738431378917e-07,1.6931381873522222e-07,3.885802267061661e-07,-1.2195501130906128e-06,-5.521975731851707e-07,candles
0.1,brent_ret_lag0,-9.152934614213247e-07,3.895215642260559e-06,0.8144426910002531,-8.59181411330957e-06,6.7612271904669205e-06,candles
0.1,brent_ret_lag1,5.216825978300179e-06,4.944536192486141e-06,0.29254590420392373,-4.527649727697132e-06,1.4961301684297489e-05,candles
0.1,brent_ret_lag2,4.972840747659343e-06,4.9494351446997695e-06,0.3161261931610496,-4.781289599131798e-06,1.4726971094450483e-05,candles
0.1,brent_ret_lag3,1.634429941318324e-06,3.3369920253658896e-06,0.6247673636460429,-4.941968017240216e-06,8.210827899876864e-06,candles
0.1,brent_ret_lag4,-6.851683262682299e-06,5.055739831483362e-06,0.17672825189640995,-1.6815314237534476e-05,3.1119477121698776e-06,candles
0.25,const,-1.6566561486349471e-07,2.4186416736541495e-08,7.24995546327533e-11,-2.1333114730767167e-07,-1.1800008241931776e-07,candles
0.25,brent_ret_lag0,-8.069296144617782e-07,5.547693006731456e-07,0.14721769452719433,-1.9002446924376661e-06,2.8638546351410974e-07,candles
0.25,brent_ret_lag1,1.1900554532819812e-06,6.252094783590151e-07,0.05828110879012547,-4.208004656262832e-08,2.4221909531265907e-06,candles
0.25,brent_ret_lag2,1.009808702689515e-06,6.151930781489039e-07,0.10212631793357492,-2.025869136332999e-07,2.22220431901233e-06,candles
0.25,brent_ret_lag3,2.2167161160292442e-07,4.864262857126353e-07,0.6490425924786293,-7.369560410954771e-07,1.1802992643013259e-06,candles
0.25,brent_ret_lag4,-1.6860020032352708e-06,6.661241727165963e-07,0.012067361258308967,-2.998770393540187e-06,-3.7323361293035477e-07,candles
0.5,const,1.1630351445791976e-08,6.270577200124225e-09,0.06496396152056293,-7.274278909324192e-10,2.398813078251637e-08,candles
0.5,brent_ret_lag0,-9.425180847543582e-07,1.348018746371789e-07,3.174717115517823e-11,-1.2081797244691263e-06,-6.7685644503959e-07,candles
0.5,brent_ret_lag1,3.98328476426861e-07,1.35995998145649e-07,0.0037571769740786776,1.3031351032003815e-07,6.663434425336838e-07,candles
0.5,brent_ret_lag2,2.3442267386924042e-07,1.3483096781806647e-07,0.08349052761216383,-3.129630141419043e-08,5.001416491526712e-07,candles
0.5,brent_ret_lag3,-1.1455720340495367e-08,1.352405903712822e-07,0.9325716276750673,-2.779819618392094e-07,2.550705211582187e-07,candles
0.5,brent_ret_lag4,-8.510550601433559e-07,1.3653999824384644e-07,2.2902059922129028e-09,-1.1201421178548475e-06,-5.819680024318643e-07,candles
0.75,const,2.0835392718249064e-07,3.5445481422781476e-08,1.5164767944316067e-08,1.3849952240807534e-07,2.782083319569059e-07,candles
0.75,brent_ret_lag0,-2.3079533075543592e-06,1.0091531062594296e-06,0.02314132827812176,-4.2967481195976525e-06,-3.1915849551106596e-07,candles
0.75,brent_ret_lag1,2.4243060859920187e-07,7.329548769027305e-07,0.7411407438647654,-1.202044811041672e-06,1.6869060282400756e-06,candles
0.75,brent_ret_lag2,-2.536808783452971e-07,6.89014387616695e-07,0.7130919044853785,-1.6115603031974024e-06,1.1041985465068082e-06,candles
0.75,brent_ret_lag3,-2.8984244301789736e-07,8.547692472859557e-07,0.7348650238286988,-1.9743842969270694e-06,1.394699410891275e-06,candles
0.75,brent_ret_lag4,-1.2912112740684331e-06,7.27675282152965e-07,0.07736820207087537,-2.7252818992505706e-06,1.428593511137044e-07,candles
0.9,const,1.5177317158169726e-06,2.1558612719152335e-07,2.39548800592822e-11,1.0928640038240376e-06,1.942599427809908e-06,candles
0.9,brent_ret_lag0,-1.496816297299343e-05,7.0826258619054726e-06,0.035691217934747096,-2.8926292301864673e-05,-1.0100336441221889e-06,candles
0.9,brent_ret_lag1,1.9810995522567256e-06,4.862348351481982e-06,0.6840816013850488,-7.601403950723761e-06,1.1563603055237213e-05,candles
0.9,brent_ret_lag2,-8.673430142813959e-06,3.867935746022187e-06,0.025928829818941276,-1.629618876813217e-05,-1.0506715174957505e-06,candles
0.9,brent_ret_lag3,-3.1596427744693902e-06,5.9179169226115755e-06,0.5939395153032924,-1.4822414657933666e-05,8.503129108994884e-06,candles
0.9,brent_ret_lag4,-7.175054718467112e-06,4.131626623928234e-06,0.08384817820996159,-1.531748379488917e-05,9.67374357954946e-07,candles
0.1,const,-1.5257731178985425e-07,1.3565601388022222e-08,1.0845564554265673e-23,-1.7930543522980734e-07,-1.2584918834990116e-07,canned_beef_corned
0.1,brent_ret_lag0,4.7288580359454695e-07,4.1565817785677256e-07,0.25643296299552204,-3.460799590579794e-07,1.2918515662470733e-06,canned_beef_corned
0.1,brent_ret_lag1,1.8608487886269615e-06,3.984870360368997e-07,5.115946141252002e-06,1.0757150976267643e-06,2.6459824796271587e-06,canned_beef_corned
0.1,brent_ret_lag2,8.439357594628549e-07,2.8510082078138566e-07,0.003395515695531008,2.822054157270366e-07,1.4056661031986732e-06,canned_beef_corned
0.1,brent_ret_lag3,1.3980424276486933e-08,2.621156237636558e-07,0.9575096093311395,-5.024624924143374e-07,5.304233409673113e-07,canned_beef_corned
0.1,brent_ret_lag4,1.147573516620523e-06,3.9273739967178384e-07,0.0038232072912065783,3.737682574462344e-07,1.921378775794812e-06,canned_beef_corned
0.25,const,-2.8529103096736033e-08,4.228269214260621e-09,1.2001949984375896e-10,-3.686000552144512e-08,-2.0198200672026945e-08,canned_beef_corned
0.25,brent_ret_lag0,1.496419330074413e-07,1.0138068727922799e-07,0.1412950176694431,-5.010708264762844e-08,3.4939094866251103e-07,canned_beef_corned
0.25,brent_ret_lag1,7.716899966762282e-07,9.80590972928813e-08,1.3681627108334068e-13,5.78485465458861e-07,9.648945278935954e-07,canned_beef_corned
0.25,brent_ret_lag2,4.2648271591015675e-07,1.0684969092858384e-07,8.823990665953347e-05,2.159581953251984e-07,6.370072364951151e-07,canned_beef_corned
0.25,brent_ret_lag3,-8.635488121176422e-10,9.135094574908736e-08,0.9924657956681985,-1.8085109853430798e-07,1.791240009100727e-07,canned_beef_corned
0.25,brent_ret_lag4,4.921305121924925e-07,9.483342043117555e-08,4.615913042176639e-07,3.0528148906289764e-07,6.789795353220874e-07,canned_beef_corned
0.5,const,2.110292128231079e-08,4.097801349883771e-09,5.581196108538223e-07,1.3029077950248379e-08,2.91767646143732e-08,canned_beef_corned
0.5,brent_ret_lag0,1.1998213104836097e-07,8.757332188360795e-08,0.17199321119378144,-5.2562416767891236e-08,2.925266788646132e-07,canned_beef_corned
0.5,brent_ret_lag1,6.306687262652676e-07,8.858415328086197e-08,1.3590255997734046e-11,4.5613255083222277e-07,8.052049016983125e-07,canned_beef_corned
0.5,brent_ret_lag2,5.020626678784163e-07,8.797744193800806e-08,3.5132559402190026e-08,3.287218877102313e-07,6.754034480466013e-07,canned_beef_corned
